Table S7: Significant and stability-selected host gene-microbe associations at FDR < 0.1 for IBD data,,,,,,,,,
,,,,,,,,,
gene,taxa,final_model_r.sqr,final_model_r.sqr.adj,pval,ci.lower,ci.upper,Bonferonni_global,BY_global,BH_global
COL4A4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.9845304,0.9672758,1.91E-05,-0.1491076,-0.05536522,1,0.13936128,0.009433737
MUL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3146638,0.2888021,1.91E-05,0.05773014,0.1554952,1,0.139493215,0.009442668
OAF,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.335254,0.2687793,1.91E-05,0.1816506,0.4892638,1,0.139493215,0.009442668
GJA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5528025,0.4653073,1.92E-05,-0.5166068,-0.191772,1,0.139767803,0.009461256
PLAU,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.525833212,0.478416533,1.94E-05,-0.697740324,-0.258873711,1,0.140905097,0.009538242
CDH11,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4441377,0.3885514,1.94E-05,-0.5711539,-0.2118711,1,0.141214969,0.009559218
PPT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.8300148,0.7403004,1.94E-05,-0.2051279,-0.07608472,1,0.141317642,0.009566169
BBIP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2281398,0.199013,2.03E-05,-0.2094474,-0.07747758,1,0.146706693,0.009930968
SDR39U1,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.7896541,0.7107744,2.03E-05,-0.171259,-0.06335095,1,0.146706693,0.009930968
CARD6,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.3332586,0.2947928,2.05E-05,0.1415806,0.3829214,1,0.147677431,0.00999668
POT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5515073,0.4393841,2.06E-05,-0.1546206,-0.05714844,1,0.148286212,0.01003789
GNB4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3452142,0.3205053,2.08E-05,-0.5034969,-0.1859744,1,0.14962375,0.010128431
TSEN15,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1520183,0.120019,2.09E-05,-0.213616,-0.07888328,1,0.150063929,0.010158228
SGSM3,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.6935132,0.6168915,2.10E-05,0.06012838,0.1628684,1,0.150575598,0.010192864
WDR72,Bacteria;Verrucomicrobia,0.6116563,0.564104,2.10E-05,-0.208086,-0.07681695,1,0.150607682,0.010195036
DTWD2,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.8877737,0.853037,2.11E-05,0.06229006,0.1687555,1,0.150770362,0.010206048
DDX17,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae,0.3430794,0.3309142,2.11E-05,-0.09058706,-0.0334309,1,0.151081806,0.010227131
ZNF341,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.4739792,0.3844437,2.11E-05,0.0614137,0.1664272,1,0.151262657,0.010239373
RNF185,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.250181,0.221886,2.12E-05,0.06368686,0.1726038,1,0.151397707,0.010248515
SMIM1,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.6463133,0.5368389,2.13E-05,-0.1508892,-0.05565365,1,0.15197423,0.010287541
TCEAL1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1746152,0.1098792,2.13E-05,-0.1909594,-0.07043553,1,0.15197423,0.010287541
TRIB2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2022117,0.1874378,2.13E-05,-0.6521902,-0.240556,1,0.15197423,0.010287541
CHSY1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3030863,0.2628797,2.14E-05,-0.3395879,-0.1252057,1,0.15265207,0.010333426
CPNE1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0.713027,0.6329415,2.16E-05,0.03759478,0.1020188,1,0.153682352,0.010403169
C20orf202,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus,0.3943161,0.3468115,2.17E-05,-0.1972207,-0.07265592,1,0.154318851,0.010446255
ALPI,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.338408,0.3002392,2.17E-05,0.2130308,0.5782957,1,0.154416879,0.010452891
TMC4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4412565,0.3974335,2.19E-05,0.1394102,0.3785677,1,0.154926315,0.010487376
IGSF9,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2025535,0.1724611,2.19E-05,0.2290402,0.6220103,1,0.155086616,0.010498227
TMEM82,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2100655,0.1802567,2.19E-05,0.1510949,0.4103495,1,0.155118476,0.010500384
CHD3,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group,0.7783621,0.7097599,2.19E-05,0.03877524,0.1053163,1,0.155251733,0.010509404
KRT14,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.3469777,0.2670158,2.20E-05,-0.1502672,-0.0553169,1,0.155476059,0.01052459
ULK3,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.5990488,0.5308018,2.24E-05,-0.1587654,-0.05838262,1,0.1577694,0.010679832
MYBL1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.3483673,0.3363,2.25E-05,-0.1978942,-0.07274041,1,0.158697428,0.010742653
E2F3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group,0.7190694,0.6488368,2.27E-05,-0.08351448,-0.03068637,1,0.159527399,0.010798836
OSMR,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3228445,0.2837778,2.31E-05,-0.6886898,-0.2527715,1,0.162151624,0.010976476
FKBP14,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4213586,0.375975,2.31E-05,-0.2346551,-0.08611456,1,0.162344488,0.010989532
PTPN13,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.5467825,0.4806883,2.34E-05,0.1004856,0.2740221,1,0.164046623,0.011104754
GPRC5C,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3965756,0.3617627,2.36E-05,0.1212043,0.3306691,1,0.165056818,0.011173137
TRPM4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2846421,0.2433715,2.36E-05,0.1438988,0.3926189,1,0.165180657,0.01118152
SMIM5,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae,0.7961546,0.7265488,2.37E-05,-0.18254,-0.06687831,1,0.165929642,0.01123222
ZNF781,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.6351271,0.5540443,2.38E-05,-0.1913795,-0.07010473,1,0.16622594,0.011252278
NLN,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group,0.4640688,0.4331497,2.39E-05,-0.1914004,-0.07009738,1,0.166684393,0.011283312
POLR2L,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.5045313,0.4438616,2.39E-05,-0.2327236,-0.08522958,1,0.166684695,0.011283332
ACSL4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3303553,0.3050857,2.41E-05,-0.5643684,-0.2065514,1,0.168153474,0.011382758
PRRG2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4472659,0.426408,2.43E-05,0.1002485,0.2740658,1,0.169317773,0.011461572
IQSEC2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2902676,0.2346023,2.45E-05,0.06756539,0.1847641,1,0.169654083,0.011484338
TIFA,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2402438,0.2115738,2.48E-05,-0.3914632,-0.1430151,1,0.171630678,0.011618139
TUBB6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6432619,0.5540774,2.49E-05,-0.449089,-0.164027,1,0.172193472,0.011656236
MSN,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3102655,0.2704732,2.52E-05,-0.5196205,-0.1896493,1,0.173687795,0.011757391
SLC8B1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3863984,0.3509983,2.53E-05,0.05651272,0.1548851,1,0.174440004,0.01180831
ENTPD2,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.5684185,0.4605231,2.54E-05,-0.3318238,-0.1210517,1,0.174623757,0.011820748
ATP1A2,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.6571243,0.5809297,2.56E-05,-0.5283101,-0.1926458,1,0.175620401,0.011888214
CD302,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1608172,0.1452768,2.57E-05,-0.3548206,-0.1293316,1,0.176563509,0.011952055
MACROD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4985446,0.4483991,2.60E-05,0.1232242,0.3382494,1,0.1778483,0.012039026
CREBZF,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.4550322,0.3755577,2.62E-05,0.04104563,0.1127458,1,0.179499623,0.012150809
ACADS,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3194186,0.2660396,2.63E-05,0.1753055,0.4816011,1,0.179763775,0.01216869
MMP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.26589725,0.223545168,2.64E-05,-1.581745812,-0.575584833,1,0.180525449,0.01222025
DOLPP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2596576,0.2317201,2.66E-05,0.08460218,0.2326199,1,0.181841974,0.012309369
ERBB2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2363279,0.2075101,2.68E-05,0.1421156,0.3909128,1,0.182623385,0.012362265
GPX8,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3943719,0.2758794,2.68E-05,-0.4122695,-0.149868,1,0.182788606,0.012373449
RECQL,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.296002,0.2553868,2.69E-05,-0.2601441,-0.09454809,1,0.183313339,0.012408969
ZBTB45,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.7581907,0.7044553,2.76E-05,-0.1213272,-0.04402258,1,0.187145959,0.01266841
CLEC7A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3852292,0.3370119,2.78E-05,-0.5205772,-0.1888025,1,0.188150872,0.012736435
DDX17,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.3430794,0.3309142,2.79E-05,-0.09023952,-0.03272507,1,0.18823311,0.012742002
AKR7A2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3561725,0.3056762,2.79E-05,0.07240206,0.1996779,1,0.188595356,0.012766523
NAA60,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.704765,0.6470017,2.80E-05,0.05179361,0.1428665,1,0.188955649,0.012790912
AHR,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4061502,0.3837408,2.81E-05,-0.2458396,-0.08910373,1,0.189545027,0.012830809
SULT1A2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2864613,0.2304975,2.81E-05,0.2602564,0.7180746,1,0.189567253,0.012832314
CPNE2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3819854,0.3335137,2.82E-05,0.08787295,0.2425137,1,0.190031174,0.012863718
STK40,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.3658111,0.3023922,2.83E-05,0.07446024,0.2055155,1,0.190175991,0.012873521
TMEM106A,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.3373965,0.2991694,2.85E-05,0.08194658,0.2263314,1,0.19180486,0.012983783
LILRA2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3383263,0.3001528,2.90E-05,-0.4828321,-0.1746526,1,0.194200721,0.013145965
TUBAL3,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.4837157,0.4432229,2.90E-05,-0.3607967,-0.1305054,1,0.194200721,0.013145965
MOB2,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.8445976,0.7750755,2.90E-05,-0.09056873,-0.03275818,1,0.194294513,0.013152314
FGF2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.26722,0.2395679,2.93E-05,-0.5046299,-0.1823813,1,0.196242334,0.013284168
NXT2,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.6731899,0.5720344,2.97E-05,0.05210687,0.1443033,1,0.198248808,0.013419991
CDC42BPB,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1041418,0.07033586,2.98E-05,0.07150703,0.1980403,1,0.198313166,0.013424348
RBM38,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.5535707,0.4662258,2.98E-05,-0.2759438,-0.09963423,1,0.198313166,0.013424348
SAMSN1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.308177,0.2682641,2.99E-05,-0.5429842,-0.1960207,1,0.198678078,0.01344905
GRM7,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1615965,0.1460705,3.04E-05,-0.2320733,-0.08368415,1,0.201467736,0.013637889
AIF1L,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides,0.4146086,0.3686956,3.05E-05,0.08397575,0.2329458,1,0.202182586,0.013686279
MAP7D1,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.4736112,0.370622,3.06E-05,0.07144027,0.1982049,1,0.202617171,0.013715697
ARGLU1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae,0.6314222,0.5862902,3.09E-05,-0.1089511,-0.03924365,1,0.204242684,0.013825733
ASB13,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.261102,0.1872122,3.12E-05,0.1158032,0.3217142,1,0.205855836,0.013934931
DHRS3,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.4925448,0.4417992,3.15E-05,-0.2112977,-0.07600231,1,0.208080547,0.014085528
TOLLIP,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2523222,0.224108,3.16E-05,0.07343518,0.2041998,1,0.208554098,0.014117584
PGAP1,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.3999441,0.3528809,3.21E-05,-0.2822318,-0.1014037,1,0.210824232,0.014271255
GLP2R,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1335762,0.1175313,3.22E-05,-0.682331,-0.2450975,1,0.211200663,0.014296737
CYSLTR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.8636039,0.7856632,3.23E-05,-0.2783958,-0.09998985,1,0.211269834,0.014301419
NXPE3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3968742,0.3365616,3.23E-05,-0.4727468,-0.1697938,1,0.211269834,0.014301419
YIPF2,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.6708112,0.5789446,3.23E-05,-0.1478246,-0.053087,1,0.211498848,0.014316922
NEU4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4607005,0.4295871,3.24E-05,0.1858276,0.5175959,1,0.212006645,0.014351296
SNX9,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.3846634,0.3364017,3.24E-05,0.07510876,0.2091967,1,0.212006645,0.014351296
THAP4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5516283,0.4753097,3.25E-05,0.06900819,0.1922262,1,0.21217049,0.014362387
DSE,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3530751,0.3157525,3.27E-05,-0.5067047,-0.1818401,1,0.212974082,0.014416784
VIPR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2532233,0.225043,3.28E-05,0.2044459,0.5698585,1,0.213750815,0.014469363
EVI2B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3138148,0.2742272,3.30E-05,-0.5242026,-0.1880067,1,0.214311139,0.014507293
CHST11,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4147775,0.3810147,3.30E-05,-0.4998929,-0.1792655,1,0.214646834,0.014530017
MNDA,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2922417,0.2655338,3.30E-05,-0.7303887,-0.2619176,1,0.214649906,0.014530225
QKI,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7185735,0.6031165,3.30E-05,-0.3956543,-0.1418776,1,0.21467858,0.014532166
SLC25A40,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.3984395,0.3637341,3.31E-05,-0.1498678,-0.05373903,1,0.214735236,0.014536001
GPR108,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3676742,0.3438128,3.33E-05,0.06174143,0.1722835,1,0.216250183,0.014638552
PLCD3,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.4305477,0.3736024,3.40E-05,-0.3078498,-0.1101843,1,0.219653662,0.014868943
HAGH,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.664903,0.5993406,3.40E-05,-0.1130183,-0.04044914,1,0.219688933,0.01487133
PPP1R1C,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.1998791,0.1850621,3.40E-05,-0.1203634,-0.0430743,1,0.219688933,0.01487133
KIAA1522,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3726981,0.3490264,3.42E-05,0.1141814,0.3191615,1,0.220471057,0.014924275
HYPK,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.3326786,0.2941793,3.46E-05,0.04886068,0.1366789,1,0.222336474,0.01505055
MFSD3,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.6844115,0.5963403,3.46E-05,-0.1673827,-0.05983654,1,0.222336474,0.01505055
AUTS2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3556699,0.2912369,3.47E-05,0.092156,0.257828,1,0.222504119,0.015061898
PLEKHJ1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6093627,0.570299,3.49E-05,0.0911278,0.2550656,1,0.223849895,0.015152997
CNNM2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2656703,0.2233052,3.51E-05,0.1771888,0.4961547,1,0.224889501,0.015223371
PRSS36,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6543879,0.557938,3.52E-05,0.07597693,0.212802,1,0.225487561,0.015263855
GNA11,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2913852,0.264645,3.53E-05,0.1214438,0.3401794,1,0.22571732,0.015279408
MICAL3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4450645,0.389571,3.53E-05,0.09746464,0.2730338,1,0.225930828,0.015293861
SGPP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0.6686045,0.5857556,3.55E-05,0.02981879,0.08356793,1,0.227114529,0.015373989
NDUFB10,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5720892,0.4883676,3.56E-05,0.08207989,0.2300529,1,0.227365948,0.015391008
LGALS3BP,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6808715,0.6099541,3.57E-05,0.07171625,0.2010634,1,0.228192023,0.015446927
TSPAN7,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.175379,0.1442612,3.60E-05,-0.3425975,-0.1221361,1,0.229451955,0.015532216
MCTP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.464804,0.4112844,3.60E-05,-0.4726069,-0.1684776,1,0.22946136,0.015532852
KAZALD1,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.478438,0.4145732,3.65E-05,-0.2363828,-0.0841952,1,0.231803934,0.015691427
WDR36,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.9615155,0.9338547,3.66E-05,0.0260186,0.07305739,1,0.232072407,0.015709601
MOGAT2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3403533,0.3022968,3.67E-05,0.1879326,0.5278108,1,0.232619563,0.015746639
MFSD9,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.715242,0.6519624,3.75E-05,0.06454597,0.1815486,1,0.236626823,0.016017901
G6PC2,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group,0.3591024,0.3221275,3.75E-05,-0.1898868,-0.06750863,1,0.236652349,0.016019629
SLC19A2,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group,0.5547899,0.4898634,3.77E-05,-0.1493419,-0.05307534,1,0.237455211,0.016073977
HSPB6,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.7142018,0.6344442,3.80E-05,-0.4483914,-0.1592824,1,0.238708973,0.016158848
INPP5J,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.169928,0.1386045,3.80E-05,0.1684264,0.4741854,1,0.239027967,0.016180441
CCL8,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.3948607,0.3473988,3.81E-05,0.1969983,0.554706,1,0.239456411,0.016209444
GPAA1,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.5694914,0.4738228,3.81E-05,-0.1540568,-0.05471033,1,0.23947548,0.016210735
PPP4R4,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.2078247,0.1779313,3.82E-05,0.09592046,0.2701615,1,0.240143309,0.016255942
EPN1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5199225,0.4719147,3.85E-05,0.09223129,0.2598925,1,0.241149086,0.016324025
PINK1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2958453,0.255221,3.85E-05,0.09411147,0.2651974,1,0.241169413,0.016325401
IHH,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4374526,0.3933313,3.85E-05,0.1530043,0.4311635,1,0.241193861,0.016327056
IGF2BP2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5237412,0.4761153,3.87E-05,0.08804741,0.2482013,1,0.241975191,0.016379947
PRDM1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group,0.3589738,0.3219915,3.87E-05,-0.3410663,-0.1209915,1,0.241975191,0.016379947
GPR84,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2924414,0.2657411,3.89E-05,-0.552566,-0.195948,1,0.242813771,0.016436712
HPS5,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.4484315,0.3932746,3.90E-05,0.06073079,0.1712687,1,0.242952233,0.016446085
C6orf136,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3466883,0.3220351,3.90E-05,0.1076894,0.3037132,1,0.243057754,0.016453228
ARHGDIA,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.6098602,0.5335285,3.90E-05,0.07010959,0.197745,1,0.243289012,0.016468883
ZNF721,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 1,0.6919779,0.6060183,3.91E-05,-0.08332334,-0.02953907,1,0.243556468,0.016486988
THAP7,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.7047428,0.6039232,3.91E-05,-0.1888372,-0.06694125,1,0.243679666,0.016495327
TMEM106A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3373965,0.2991694,3.92E-05,-0.2961744,-0.104982,1,0.243853309,0.016507082
ACTN4,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.3658652,0.2733872,3.92E-05,0.08360873,0.2358993,1,0.244129508,0.016525778
PLCD3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4305477,0.3736024,3.92E-05,0.14369,0.4054357,1,0.244223524,0.016532142
NDUFV1,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.3981425,0.3379567,3.96E-05,-0.1791611,-0.06346141,1,0.245955328,0.016649373
TESK2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1890266,0.1584239,3.97E-05,0.1167811,0.3297856,1,0.246908364,0.016713886
FAM49A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.290069,0.2491114,3.99E-05,-0.5304092,-0.1877756,1,0.247467292,0.016751722
WDFY2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2670106,0.2393506,4.03E-05,-0.2022406,-0.07155009,1,0.249189767,0.016868321
NPAS1,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.9967124,0.9933031,4.04E-05,-0.05457587,-0.01930184,1,0.25009059,0.0169293
