Table S6: Significant and stability-selected host gene-microbe associations at FDR < 0.1 for CRC data,,,,,,,,,
,,,,,,,,,
gene,taxa,final_model_r.sqr,final_model_r.sqr.adj,pval,ci.lower,ci.upper,Bonferonni_global,BY_global,BH_global
C17orf113,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;G07,0.5516024,0.4788892,0.000000372,0.1111434,0.2506482,1,0.0067457,0.00043601
ZCCHC14,Bacteria;GN02,0.6142151,0.5634539,0.000000415,-0.4218199,-0.1863465,1,0.00744275,0.00048107
CMTM2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae,0.6236569,0.574138,0.000000475,-0.3353872,-0.1474727,1,0.0083966,0.00054272
UTP14A,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae,0.8085791,0.7648258,0.000000497,0.17732,0.4039149,1,0.00871836,0.00056352
IGFL4,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.9331521,0.9072755,0.000000511,-0.8834147,-0.3874314,1,0.00891144,0.000576
MSX2,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Finegoldia,0.9007972,0.8623961,0.00000056,0.1703746,0.3897467,1,0.00966936,0.00062499
BTBD19,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Parvimonas,0.8321631,0.7327042,0.000000572,0.1210941,0.277214,1,0.00984536,0.00063636
DNAH17,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;BS11,0.8463218,0.7868334,0.000000593,-0.3499977,-0.1526877,1,0.01016627,0.0006571
LMBRD2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.8994425,0.8455724,0.000000612,0.1084083,0.2487694,1,0.01044387,0.00067505
IFI27L2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae,0.8008387,0.7404868,0.000000638,0.1217144,0.2797327,1,0.01083241,0.00070016
MARF1,Bacteria;GN02,0.5845487,0.4745763,0.000000645,0.1269245,0.2918201,1,0.01093665,0.0007069
TMX3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5756674,0.5068567,0.000000705,0.176205,0.4064433,1,0.01181123,0.00076343
B3GALT5,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Anaerococcus,0.942074,0.9169727,0.000000706,0.2359375,0.5442504,1,0.01182174,0.00076411
SRGN,Bacteria;Synergistetes;Synergistia;Synergistales,0.703417,0.560239,0.000000715,0.3171601,0.7319441,1,0.01195149,0.00077249
APPL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6211413,0.5597047,0.000000715,0.1728332,0.3988773,1,0.01195227,0.00077254
EPOR,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.9292549,0.8985986,0.000000733,0.2181147,0.5038284,1,0.01221718,0.00078967
ARHGEF1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3418985,0.3262294,0.000000754,-0.6432185,-0.2781704,1,0.01251888,0.00080917
MAP3K10,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6299435,0.5699343,0.000000756,-0.4519525,-0.195429,1,0.0125536,0.00081141
SPX,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paracuniculus,0.527102,0.4916346,0.00000076,0.3150204,0.7286483,1,0.01260338,0.00081463
MPHOSPH8,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae,0.4953006,0.4288928,0.000000793,0.2235056,0.517804,1,0.01305097,0.00084356
FBLN7,Bacteria;Synergistetes;Synergistia;Synergistales,0.9444246,0.9080869,0.000000804,0.0953029,0.2209049,1,0.01321705,0.00085429
EHD1,Bacteria;Synergistetes;Synergistia;Synergistales,0.8263605,0.7333393,0.000000808,0.1252939,0.2904761,1,0.0132787,0.00085828
ENTPD3,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus,0.770648,0.7099371,0.000000827,0.2989098,0.6935528,1,0.01354111,0.00087524
NTS,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Eggerthella;lenta,0.2682606,0.2325659,0.000000863,0.4872126,1.132307,1,0.01407493,0.00090974
SNRPB2,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;adolescentis,0.8915229,0.8272402,0.000000868,0.09728346,0.2261347,1,0.01412547,0.00091301
SLC26A1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4933541,0.4686396,0.000000918,-0.5121141,-0.219839,1,0.01480861,0.00095716
ZG16,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Anaerococcus,0.7818952,0.7158029,0.00000106,0.3674424,0.8605552,1,0.01675206,0.00108278
FNDC11,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.74257,0.6645609,0.00000107,-0.414478,-0.1769084,1,0.01689801,0.00109221
TMED5,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4584631,0.4029208,0.00000112,0.1943955,0.4563213,1,0.0176593,0.00114142
LMTK3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6468965,0.5255172,0.00000113,-0.6397098,-0.2724019,1,0.01784425,0.00115338
DPM2,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.7934207,0.7662392,0.00000115,-0.4692742,-0.1997219,1,0.0180606,0.00116736
ZBTB34,Bacteria;Lentisphaerae;[Lentisphaeria];Victivallales;Victivallaceae,0.9468365,0.9153323,0.00000116,-0.3422409,-0.1456033,1,0.01820596,0.00117676
TRPM6,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Anaerococcus,0.5622458,0.477127,0.00000119,0.3308849,0.7784325,1,0.01856248,0.0011998
ZNF654,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4995149,0.3851183,0.0000012,0.1608476,0.3786126,1,0.01878331,0.00121407
FAM124B,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Eggerthella;lenta,0.969089,0.9367061,0.00000123,0.1622846,0.3823539,1,0.01918887,0.00124029
PNKP,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4521302,0.3632864,0.00000123,-0.4988429,-0.211713,1,0.01921392,0.00124191
CPSF1,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.7871453,0.7526283,0.00000128,-0.638603,-0.2706342,1,0.01983113,0.0012818
USP18,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Micrococcus;luteus,0.9091102,0.8604192,0.00000129,0.1339699,0.3162525,1,0.02002681,0.00129445
CBWD5,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,0.8439004,0.818587,0.00000131,-0.499361,-0.2114467,1,0.02021398,0.00130654
LCK,Bacteria;GN02,0.8170869,0.7378246,0.00000132,0.2264283,0.5349395,1,0.0203883,0.00131781
ZNF80,Bacteria;Synergistetes;Synergistia;Synergistales,0.6519174,0.5723557,0.00000136,0.1517954,0.3590451,1,0.02093313,0.00135303
STK11IP,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6698291,0.5824309,0.00000145,-0.3014379,-0.1271078,1,0.02210741,0.00142893
IL1RN,Bacteria;TM7,0.8517417,0.8007779,0.00000147,-0.6323864,-0.2665389,1,0.02233356,0.00144355
TMEM41A,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia,0.8967984,0.8415118,0.00000153,-0.252679,-0.1063066,1,0.02317537,0.00149796
ASF1B,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.8785652,0.8199414,0.00000156,-0.4189718,-0.1761367,1,0.02353583,0.00152125
SCAF1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3098374,0.2934049,0.00000171,-0.5422949,-0.2271315,1,0.02552034,0.00164953
TREML4,Bacteria;Synergistetes;Synergistia;Synergistales,0.583346,0.50233,0.00000174,0.1639109,0.3916015,1,0.02588961,0.00167339
SH3TC1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6881126,0.6055542,0.00000175,-0.534629,-0.2237256,1,0.02601309,0.00168137
SIGLEC5,Bacteria;Synergistetes;Synergistia;Synergistales,0.5083018,0.4126939,0.00000182,0.1342611,0.321408,1,0.02702648,0.00174688
GADD45B,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.6961511,0.5917031,0.00000183,0.8114731,1.943065,1,0.02715119,0.00175494
TRPM3,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae,0.4265403,0.367724,0.00000183,0.2895982,0.6934383,1,0.02715119,0.00175494
PNMA8A,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae,0.8486842,0.783114,0.00000186,0.2691693,0.6449242,1,0.02749533,0.00177718
PRSS16,Bacteria;Firmicutes;Clostridia;Clostridiales;[Mogibacteriaceae],0.9596912,0.9440878,0.0000019,-0.2716831,-0.1132951,1,0.02799083,0.00180921
FOXN3,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.7107705,0.6231252,0.00000202,0.1563871,0.3759801,1,0.02952045,0.00190808
TIMM44,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira,0.8954855,0.8202351,0.00000205,0.07656066,0.1841903,1,0.02993379,0.00193479
GMCL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.9271192,0.8746451,0.00000206,0.09778936,0.2353245,1,0.03008185,0.00194436
APOL2,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.4103642,0.3498888,0.00000215,0.4737561,1.142003,1,0.03112599,0.00201185
BCAT1,Bacteria;TM7;TM7-1,0.8553012,0.7854466,0.0000022,-0.6947847,-0.2879504,1,0.03171471,0.0020499
NAA50,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3768045,0.3300648,0.0000022,0.1507431,0.3637226,1,0.03171471,0.0020499
TPCN2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.9100636,0.8318581,0.00000227,-0.3096167,-0.1281348,1,0.03265364,0.00211059
PLEK,Bacteria;Synergistetes;Synergistia;Synergistales,0.6754679,0.6012891,0.00000237,0.3095111,0.7492712,1,0.0339485,0.00219429
PTOV1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4077944,0.363379,0.00000238,-0.3776495,-0.1559622,1,0.03412015,0.00220538
FHAD1,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.2874512,0.2526928,0.00000241,0.528237,1.279617,1,0.03435393,0.00222049
MAF,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.770795,0.6601443,0.00000242,0.5929056,1.436626,1,0.03448532,0.00222898
CFAP47,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paracuniculus,0.998464,0.9968549,0.00000246,0.823191,1.995984,1,0.03493508,0.00225805
GCAT,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria,0.828697,0.7953881,0.00000247,-0.3546227,-0.146231,1,0.03505483,0.00226579
COL10A1,Bacteria;TM7;TM7-1,0.5100704,0.4861714,0.0000025,-0.7250753,-0.2988244,1,0.03544716,0.00229115
HOXA4,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;[Odoribacteraceae];Odoribacter,0.8431786,0.7674717,0.00000256,-0.3070435,-0.1264173,1,0.03610623,0.00233375
SERPINB2,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.6746708,0.6219147,0.00000264,0.6812557,1.656955,1,0.03713752,0.00240041
MEP1B,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,0.5780558,0.4816114,0.00000267,0.319752,0.7780684,1,0.03748975,0.00242318
ABHD8,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira,0.9282743,0.8898498,0.0000027,0.07049556,0.1716297,1,0.0378418,0.00244593
DUSP2,Bacteria;Synergistetes;Synergistia;Synergistales,0.6010903,0.4954966,0.0000027,0.1933615,0.4707832,1,0.03787017,0.00244776
NOP53,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4746129,0.420727,0.0000028,-0.3927453,-0.1610598,1,0.03908876,0.00252653
TPGS1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.41277,0.3687277,0.00000285,-0.3899519,-0.1597822,1,0.0397733,0.00257078
WDR90,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.9306702,0.8935292,0.0000029,-0.3920536,-0.1605303,1,0.04033358,0.00260699
AGBL4,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.6577073,0.579469,0.00000307,0.4317624,1.057184,1,0.04244738,0.00274362
HOXC8,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;flexus,0.9344146,0.9027527,0.00000309,0.2121079,0.5195277,1,0.04271446,0.00276088
EXOC7,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,0.845533,0.7709627,0.0000031,0.1145215,0.2805461,1,0.04283121,0.00276843
ADAM10,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.8327212,0.751966,0.00000329,0.1212909,0.2979095,1,0.04493895,0.00290466
PEX7,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Allobaculum,0.991911,0.9860869,0.00000335,0.0373055,0.09170749,1,0.0457067,0.00295428
PRKD2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2670192,0.2495673,0.00000338,-0.5004672,-0.203502,1,0.04608513,0.00297875
UBA3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4472553,0.4057995,0.0000035,0.1450127,0.3572097,1,0.04752166,0.0030716
POLR2M,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5836435,0.5026853,0.00000371,0.1497388,0.3698071,1,0.04991246,0.00322613
ARL8B,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3010919,0.2669988,0.00000391,0.1530254,0.3788677,1,0.05237318,0.00338518
BATF,Bacteria;Synergistetes;Synergistia;Synergistales,0.2480112,0.2113288,0.00000398,0.1808683,0.4481529,1,0.05319584,0.00343835
ZNF550,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;[Eubacterium],0.3256085,0.2750292,0.00000398,-0.4301907,-0.1736083,1,0.05323904,0.00344114
QPRT,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Selenomonas,0.2920657,0.2752101,0.00000399,-0.9095595,-0.3670206,1,0.05330391,0.00344534
PIGK,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3096455,0.2578689,0.00000407,0.2053082,0.5092804,1,0.05419888,0.00350318
ARAP1,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae,0.7611336,0.6887499,0.00000412,-0.1725541,-0.0695246,1,0.05474634,0.00353857
SPATA20,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;adolescentis,0.5404007,0.4799271,0.00000425,-0.4708736,-0.1894388,1,0.05623299,0.00363466
TMEM167B,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3119701,0.2603679,0.00000436,0.1593877,0.3966219,1,0.05743365,0.00371226
ENDOD1,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.5638765,0.5311672,0.00000438,-0.7864276,-0.3159714,1,0.0576158,0.00372404
PLEKHG4,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0.8028821,0.7431494,0.00000444,-0.8381278,-0.336505,1,0.05836688,0.00377258
RNF182,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,0.4055889,0.290009,0.00000491,0.3674759,0.9196375,1,0.06351712,0.00410547
USH1C,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paracuniculus,0.6249601,0.5864944,0.00000501,-2.562402,-1.022858,1,0.06478331,0.00418732
CDK18,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;adolescentis,0.786294,0.7374469,0.00000504,-0.5398714,-0.21545,1,0.06511076,0.00420848
CSTA,Bacteria;Synergistetes;Synergistia;Synergistales,0.2680101,0.2131109,0.00000513,0.1562077,0.3917561,1,0.06605591,0.00426957
CSNK1G2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.421293,0.3619384,0.00000518,-0.4582349,-0.1826228,1,0.06666993,0.00430926
VWA3B,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.4072626,0.346469,0.00000518,0.3743377,0.9393117,1,0.06667526,0.0043096
CSPG5,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;[Paraprevotellaceae];[Prevotella];tannerae,0.341383,0.2738326,0.00000522,0.1529815,0.3839874,1,0.06701649,0.00433166
CALM2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.366768,0.3018212,0.0000053,0.1544046,0.3878507,1,0.06788448,0.00438776
AKAP8L,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.7925041,0.7025891,0.00000534,-0.2745563,-0.1092538,1,0.06836263,0.00441867
GRIN2C,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.8333709,0.7828772,0.00000546,-0.29471,-0.1171529,1,0.06967678,0.00450361
TBCD,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.7136068,0.6579192,0.00000577,-0.4190879,-0.1661399,1,0.07290266,0.00471211
VPS9D1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2917058,0.2748416,0.00000583,-0.5207082,-0.2063268,1,0.07342651,0.00474597
MGRN1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5247109,0.447637,0.00000586,-0.3964646,-0.1570478,1,0.07384316,0.00477291
GRAMD1A,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4269377,0.383958,0.00000596,-0.4890354,-0.1935652,1,0.07482661,0.00483647
TRIP13,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.7852287,0.711401,0.00000612,-0.4555113,-0.1800542,1,0.07653618,0.00494697
RELT,Bacteria;Synergistetes;Synergistia;Synergistales,0.6313921,0.5597183,0.00000615,0.1659261,0.4198889,1,0.07684244,0.00496677
CGGBP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4295148,0.3867284,0.00000616,0.1334841,0.3378197,1,0.07688501,0.00496952
PRR7,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2565167,0.2388147,0.00000617,-0.5158313,-0.2038204,1,0.07688501,0.00496952
TMEM38A,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;perfringens,0.3986022,0.3369203,0.00000628,-0.3665106,-0.1446869,1,0.07813083,0.00505004
TACR1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales,0.5020825,0.4510141,0.00000636,-0.2889323,-0.1139886,1,0.07897997,0.00510493
TMPRSS6,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.8159211,0.7601397,0.00000644,-0.3088437,-0.1217633,1,0.07985246,0.00516132
ZNF276,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4533305,0.3972619,0.00000645,-0.4443554,-0.175185,1,0.07987195,0.00516258
FCHSD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4652356,0.4251283,0.0000065,-0.3941755,-0.1553389,1,0.08040608,0.0051971
LMF2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.8242374,0.763819,0.00000651,-0.2940091,-0.115854,1,0.0805326,0.00520528
TNFRSF25,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2774644,0.2602612,0.00000659,-0.6888575,-0.271272,1,0.08133087,0.00525688
PPP1R9B,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae,0.8382097,0.760104,0.00000663,-0.218538,-0.0860345,1,0.08168051,0.00527948
TMPRSS3,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.2672183,0.2122597,0.00000665,0.6825611,1.734007,1,0.08181523,0.00528819
RAD9A,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4418408,0.4146135,0.0000067,-0.4391396,-0.1727918,1,0.08236154,0.0053235
ADGRE3,Bacteria;Synergistetes;Synergistia;Synergistales,0.2587479,0.2225893,0.00000689,0.1868205,0.4754502,1,0.08422732,0.00544409
SCTR,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus,0.7392048,0.5994931,0.00000701,0.07790721,0.1984451,1,0.08545188,0.00552324
E2F2,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.7102448,0.6335449,0.00000702,-0.5013132,-0.1967924,1,0.08556622,0.00553063
BCAS2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.7905777,0.6536477,0.00000704,0.1126644,0.2870468,1,0.08574978,0.0055425
ILVBL,Bacteria;TM7;TM7-1,0.8545979,0.8105367,0.00000704,0.09922398,0.2528,1,0.08574978,0.0055425
SH3BP2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.399505,0.3702125,0.00000712,-0.4300127,-0.1686788,1,0.08666857,0.00560188
BTBD11,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.55926,0.5012679,0.00000716,-0.5728685,-0.2246433,1,0.08710262,0.00562994
MAP1S,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.466453,0.3962495,0.00000735,-0.3889663,-0.1523254,1,0.08896375,0.00575023
TREML2,Bacteria;Synergistetes;Synergistia;Synergistales,0.288534,0.235174,0.00000742,0.2043721,0.5221198,1,0.08970397,0.00579808
MAPK8IP3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2784097,0.261229,0.00000743,-0.5372701,-0.2102865,1,0.0897632,0.00580191
NFKBIA,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.8401182,0.7782284,0.00000749,0.4448139,1.136963,1,0.09037151,0.00584123
PAK3,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix,0.7746781,0.665902,0.00000749,0.1873923,0.478981,1,0.09037151,0.00584123
MAP2K2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3945281,0.3649929,0.00000757,-0.4063054,-0.1588733,1,0.09114836,0.00589144
MIB2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3682269,0.3374087,0.00000791,-0.4138127,-0.1614412,1,0.09475844,0.00612478
PWWP2B,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5393081,0.5168354,0.00000804,-0.4212804,-0.1642152,1,0.09605802,0.00620878
HKR1,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae,0.40097,0.3560427,0.00000808,-0.3355197,-0.1307572,1,0.09638725,0.00623006
PMFBP1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.3116384,0.2952488,0.00000821,-2.272495,-0.8848469,1,0.09774123,0.00631757
CCIN,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.3200141,0.2690152,0.0000085,0.3750312,0.9648786,1,0.10065248,0.00650574
HSPA4L,Bacteria;Proteobacteria;Betaproteobacteria,0.1963793,0.1772455,0.00000862,-1.555472,-0.6041236,1,0.10188051,0.00658512
ATF7IP,Bacteria;GN02,0.4069022,0.3624199,0.00000874,0.1407371,0.3626192,1,0.10300559,0.00665784
ABCA7,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2850488,0.2680262,0.00000876,-0.6370841,-0.2472246,1,0.10324328,0.0066732
DTNA,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus,0.9415452,0.8952685,0.00000878,0.1198688,0.3089371,1,0.10347328,0.00668807
ATG4A,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae,0.864765,0.818278,0.00000881,0.07992254,0.2060132,1,0.1036712,0.00670086
SELENOT,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4544869,0.3985368,0.00000891,0.1613685,0.4162096,1,0.10469277,0.00676689
AUNIP,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.6880055,0.6469536,0.0000093,-0.3632413,-0.1405113,1,0.10851813,0.00701415
APH1B,Bacteria;GN02,0.5867555,0.4773673,0.00000937,0.1727353,0.4467184,1,0.10916944,0.00705624
TMTC3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5253464,0.4628919,0.0000094,0.1352653,0.349874,1,0.10945434,0.00707466
VAMP3,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,0.4608177,0.420379,0.0000094,-0.1963168,-0.0758966,1,0.109473,0.00707586
TRIM31,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paracuniculus,0.9695013,0.9531627,0.00000954,-1.834765,-0.7087782,1,0.11060624,0.00714911
SELL,Bacteria;Synergistetes;Synergistia;Synergistales,0.6825868,0.5597172,0.0000103,0.2727166,0.7089055,1,0.11831661,0.00764748
C1orf115,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea,0.4197436,0.3914384,0.0000104,0.1761103,0.4580915,1,0.11962174,0.00773184
TOMM70,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3054116,0.2533175,0.0000105,0.1354276,0.3523468,1,0.12002327,0.00775779
CD302,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.2001945,0.1611796,0.0000106,0.1712547,0.4459478,1,0.12167976,0.00786486
